candidate,freq,length,cap,start_of_sen,abbrv,all_cap,is_csl,title,has_no,date,is_apostrp,has_inter_punct,ends_verb,ends_adverb,change_in_cap,topic_ind,@mention,z_score
veterans,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
admin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
polls,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
clegg,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fr,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
pulitzers,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
crisis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fascism,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
lavrov,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
senators,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
protrump,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
terror,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
headline,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trumpified,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cheetos,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bill,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
chechnya,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
thur,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
arrest,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ryanism,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
court,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
brexiters,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
surveilled,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sharia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
christie,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
air,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
asked,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
afd,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
zaha,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
troll,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
john,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
low,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
batman,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
look,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cleantechnica,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
rips,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
models,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
gross,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
goes,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ought,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
promises,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
dyche,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
reichstag,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
australia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
michele,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trade,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
wharton,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nkorea,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
political,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
blacks,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
pennsylvania,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sheep,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
meet,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
streep,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
lit,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
election,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
contact,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
natsec,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
febreeze,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
shame,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bpos,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
register,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jordan,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
app,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
report,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
everyone,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
urdu,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jeopardy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
stood,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
retweet,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
muslim,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
browns,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
impressive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
another,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
wpost,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sessions,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
qtr,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
antietam,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bernstein,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ohio,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cheryl,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
brits,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fact,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
choose,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
noon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
hear,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
‘pinocchio,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
scumbags,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
idiot,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
wallachlori,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
assume,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
study,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
kettle,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
pelosi,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mom,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ron,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
majority,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
respectability,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sunni,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
golf,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
keynesian,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
dept,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
lahm,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
year,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
inauguration,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ecuadorian,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
weeks,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
agency,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
democratic,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
statements,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
trumptard,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
blasio,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
deplorables,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
chance,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
states,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
rome,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
british,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
delhi,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
needs,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
housley,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
scored,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
woodward,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nashville,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
challenger,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mosul,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mazari,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sucked,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
played,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
lightsaber,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
issues,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
billion,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fun,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
deal,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
tweet,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
please,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
alligators,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
blame,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
whitehouse,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,-0.0585446207472
hurts,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
froze,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
snapchat,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
investigation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
stupidity,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
wonder,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
kareem,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
caucasity,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sham,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
akere,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
best,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
snowflake,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bcuz,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
hispanic,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
norks,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
cerberus,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
become,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
talker,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
everybody,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ornacia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fintech,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
taken,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
legendary,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
beyts,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
black,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
smart,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
fathom,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
face,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sikh,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
human,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
gonzaga,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
think,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jr,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
newcastle,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
shireen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
true,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
medicaid,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mccaskill,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
effect,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
bangalore,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
use,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sanders,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
administration,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
california,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
nick,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
wrong,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
kinda,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
salary,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
theresa,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
capitalists,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
heavy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
globe,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
norfolk,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
kenya,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
shep,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
impeachment,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
worried,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
sidewire,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
beacon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
redstate,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
eurovison,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
feedburner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
mccarthyism,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
femininity,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
kenyan,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
oklahoma,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
restore,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
released,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
tell,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
thehill,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-0.0585446207472
barby,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
metallica,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
gorki,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jones,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
paulsen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
jesus,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
middleton,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
ban,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
twitler,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585446207472
